device_id,device_type,model_year,device_age,power_consumption,energy_savings_yr,co2_saved_kg_yr,region,recycling_rate
LP21AS38747,Laptop,2021,3,47,30.6,18.4,Asia,0.87
LP21AS60473,Laptop,2021,3,54,9.8,5.9,Asia,0.86
LP21NA76457,Laptop,2021,3,49,52.6,21,North America,0.89
LP21NA73894,Laptop,2021,3,49,4.1,1.6,North America,0.87
LP21NA86996,Laptop,2021,3,51,19.2,7.7,North America,0.88
LP21AS91726,Laptop,2021,3,51,21.3,12.8,Asia,0.86
LP21NA27716,Laptop,2021,3,53,18.4,7.4,North America,0.88
LP21NA55714,Laptop,2021,3,51,32.7,13.1,North America,0.88
LP21NA34677,Laptop,2021,3,53,52.3,20.9,North America,0.88
LP21NA19279,Laptop,2021,3,52,15.3,6.1,North America,0.87
LP21AS12684,Laptop,2021,3,52,33.8,20.3,Asia,0.88
LP21AS42047,Laptop,2021,3,49,2.3,1.4,Asia,0.89
LP21NA95239,Laptop,2021,3,53,13.1,5.2,North America,0.87
LP21NA31715,Laptop,2021,3,49,28.7,11.5,North America,0.89
LP21NA78760,Laptop,2021,3,50,51.4,20.6,North America,0.88
LP21AS72511,Laptop,2021,3,49,31.9,19.2,Asia,0.87
LP21AS19532,Laptop,2021,3,53,17,10.2,Asia,0.89
LP21AS18233,Laptop,2021,3,50,58.5,35.1,Asia,0.88
LP21AS15230,Laptop,2021,3,50,10.6,6.4,Asia,0.86
LP21NA10813,Laptop,2021,3,48,11.9,4.7,North America,0.88
DT21AS72514,Desktop,2021,3,80,42.7,25.6,Asia,0.94
LP21NA58487,Laptop,2021,3,52,20.2,8.1,North America,0.86
LP21NA32329,Laptop,2021,3,49,14.9,6,North America,0.88
LP21AS14449,Laptop,2021,3,51,29.1,17.5,Asia,0.86
LP21AS83222,Laptop,2021,3,50,49.6,29.7,Asia,0.87
LP21NA18004,Laptop,2021,3,49,34.4,13.8,North America,0.86
LP21NA81645,Laptop,2021,3,48,14.7,5.9,North America,0.87
LP21NA41333,Laptop,2021,3,50,13.7,5.5,North America,0.87
LP21NA31325,Laptop,2021,3,49,27.6,11,North America,0.88
LP21NA60255,Laptop,2021,3,52,32.9,13.2,North America,0.87
LP21AS64054,Laptop,2021,3,49,12,7.2,Asia,0.87
LP21NA46131,Laptop,2021,3,45,-0.5,-0.2,North America,0.88
DT21AS80003,Desktop,2021,3,77,16.7,10,Asia,0.92
LP21AS77376,Laptop,2021,3,48,20.8,12.5,Asia,0.87
LP21NA31178,Laptop,2021,3,47,25,10,North America,0.88
LP21AS16588,Laptop,2021,3,49,70,42,Asia,0.87
DT21AS15409,Desktop,2021,3,81,41.8,25.1,Asia,0.97
LP21AS70070,Laptop,2021,3,53,19.5,11.7,Asia,0.86
LP21AS58995,Laptop,2021,3,46,10.7,6.4,Asia,0.87
LP21AS61562,Laptop,2021,3,47,35.6,21.3,Asia,0.88
DT21EU33632,Desktop,2021,3,78,19.5,4.9,Europe,0.96
LP21AS50539,Laptop,2021,3,52,15.6,9.3,Asia,0.89
LP21NA60396,Laptop,2021,3,48,27.6,11,North America,0.87
LP21AS88846,Laptop,2021,3,49,23.2,13.9,Asia,0.87
DT21AS81163,Desktop,2021,3,81,14,8.4,Asia,0.95
DT21AS36572,Desktop,2021,3,76,17.5,10.5,Asia,0.98
LP21AS32731,Laptop,2021,3,50,32.4,19.5,Asia,0.88
LP21AS63448,Laptop,2021,3,51,29.6,17.8,Asia,0.87
LP21AS31709,Laptop,2021,3,50,12.2,7.3,Asia,0.89
LP21AS59467,Laptop,2021,3,47,15.9,9.5,Asia,0.86
LP21AS55836,Laptop,2021,3,49,18.2,10.9,Asia,0.88
LP21AS23506,Laptop,2021,3,48,59.4,35.6,Asia,0.87
LP21NA63683,Laptop,2021,3,52,26.2,10.5,North America,0.87
LP21NA55019,Laptop,2021,3,48,15,6,North America,0.87
LP21AS35041,Laptop,2021,3,45,14.5,8.7,Asia,0.89
LP21NA23893,Laptop,2021,3,53,21.9,8.8,North America,0.89
LP21AS78319,Laptop,2021,3,46,7.2,4.3,Asia,0.88
LP21AS42697,Laptop,2021,3,46,22.3,13.4,Asia,0.87
LP21NA99185,Laptop,2021,3,47,21.5,8.6,North America,0.88
LP21AS12456,Laptop,2021,3,45,8.4,5.1,Asia,0.87
LP21AS37577,Laptop,2021,3,46,15,9,Asia,0.88
LP21NA11838,Laptop,2021,3,50,21.3,8.5,North America,0.88
LP21AS44839,Laptop,2021,3,50,41.7,25,Asia,0.87
LP21EU53741,Laptop,2021,3,50,29.4,7.4,Europe,0.89
LP21AS81845,Laptop,2021,3,49,32.2,19.3,Asia,0.88
LP21NA21080,Laptop,2021,3,49,37.2,14.9,North America,0.87
LP21EU49823,Laptop,2021,3,48,17.6,4.4,Europe,0.88
LP21NA86929,Laptop,2021,3,46,27.5,11,North America,0.89
LP21NA56426,Laptop,2021,3,50,46.3,18.5,North America,0.86
LP21AS23086,Laptop,2021,3,46,30.1,18,Asia,0.86
LP21AS96600,Laptop,2021,3,50,15.3,9.2,Asia,0.88
LP21EU22561,Laptop,2021,3,49,24,6,Europe,0.9
LP21AS83709,Laptop,2021,3,48,19,11.4,Asia,0.85
LP21AS38437,Laptop,2021,3,50,8.7,5.2,Asia,0.88
LP21AS79958,Laptop,2021,3,52,41,24.6,Asia,0.89
LP21AS68702,Laptop,2021,3,51,8.1,4.9,Asia,0.86
LP21NA32912,Laptop,2021,3,53,18.1,7.2,North America,0.88
LP21AS65776,Laptop,2021,3,48,19.7,11.8,Asia,0.86
LP21AS57303,Laptop,2021,3,49,21.2,12.7,Asia,0.88
LP21AS60759,Laptop,2021,3,48,31.6,19,Asia,0.88
DT21AS92221,Desktop,2021,3,76,16.4,9.8,Asia,0.96
LP21AS29785,Laptop,2021,3,48,26.3,15.8,Asia,0.87
LP21NA73768,Laptop,2021,3,49,13.3,5.3,North America,0.89
LP21AS12253,Laptop,2021,3,50,37.7,22.6,Asia,0.86
LP21NA98900,Laptop,2021,3,49,29.7,11.9,North America,0.87
LP21NA64721,Laptop,2021,3,49,20.4,8.2,North America,0.87
DT21AS54646,Desktop,2021,3,75,7.3,4.4,Asia,0.93
LP21NA82510,Laptop,2021,3,46,11.3,4.5,North America,0.88
LP21AS10975,Laptop,2021,3,50,27.4,16.4,Asia,0.89
LP21AS54254,Laptop,2021,3,51,13.7,8.2,Asia,0.89
LP21NA13104,Laptop,2021,3,48,15,6,North America,0.88
DT21NA82131,Desktop,2021,3,79,39.4,15.7,North America,0.95
DT21AS78027,Desktop,2021,3,80,17.2,10.3,Asia,0.95
LP21NA53422,Laptop,2021,3,53,24.7,9.9,North America,0.86
LP21NA13618,Laptop,2021,3,50,52,20.8,North America,0.86
LP21AS84156,Laptop,2021,3,49,29.4,17.7,Asia,0.89
LP21NA58090,Laptop,2021,3,48,12.1,4.9,North America,0.88
LP21AS34800,Laptop,2021,3,52,20.1,12.1,Asia,0.87
LP21AS38139,Laptop,2021,3,48,29.1,17.4,Asia,0.88
LP21AS64140,Laptop,2021,3,51,12.1,7.3,Asia,0.87
LP21EU21810,Laptop,2021,3,51,15.7,3.9,Europe,0.88
LP21AS44239,Laptop,2021,3,49,26.3,15.8,Asia,0.87
LP21AS80259,Laptop,2021,3,49,16.5,9.9,Asia,0.88
LP21AS49477,Laptop,2021,3,52,17.9,10.7,Asia,0.87
LP21AS45034,Laptop,2021,3,53,12.8,7.7,Asia,0.88
LP21NA42702,Laptop,2021,3,53,34.8,13.9,North America,0.87
LP21NA90774,Laptop,2021,3,47,4.7,1.9,North America,0.88
LP21NA45157,Laptop,2021,3,52,66.6,26.6,North America,0.88
DT21AS43624,Desktop,2021,3,79,11.5,6.9,Asia,0.94
LP21AS94064,Laptop,2021,3,50,48.5,29.1,Asia,0.87
DT21AS69621,Desktop,2021,3,82,39.4,23.6,Asia,0.95
LP21EU93156,Laptop,2021,3,47,8.5,2.1,Europe,0.88
LP21AS53103,Laptop,2021,3,53,15.5,9.3,Asia,0.85
LP21AS33949,Laptop,2021,3,49,33.3,20,Asia,0.87
LP21AS22834,Laptop,2021,3,49,36.8,22.1,Asia,0.87
LP21NA47724,Laptop,2021,3,47,12.3,4.9,North America,0.87
LP21AS29399,Laptop,2021,3,48,26.7,16,Asia,0.88
LP21AS91711,Laptop,2021,3,49,40,24,Asia,0.87
LP21AS89867,Laptop,2021,3,50,6.4,3.8,Asia,0.89
LP21AS72837,Laptop,2021,3,49,23.1,13.9,Asia,0.88
LP21AS44879,Laptop,2021,3,47,21.7,13,Asia,0.88
LP21AS95702,Laptop,2021,3,49,39.5,23.7,Asia,0.87
LP21NA64465,Laptop,2021,3,49,34,13.6,North America,0.88
LP21EU12605,Laptop,2021,3,49,15.3,3.8,Europe,0.87
LP21NA21472,Laptop,2021,3,49,14.1,5.7,North America,0.88
LP21AS79922,Laptop,2021,3,49,38.8,23.3,Asia,0.89
LP21AS14959,Laptop,2021,3,49,5.2,3.1,Asia,0.85
LP21NA81124,Laptop,2021,3,51,7.4,2.9,North America,0.89
DT21NA35451,Desktop,2021,3,79,19.3,7.7,North America,0.96
LP21EU14645,Laptop,2021,3,53,37.3,9.3,Europe,0.86
LP21NA52448,Laptop,2021,3,48,9,3.6,North America,0.87
LP21AS61515,Laptop,2021,3,51,25.2,15.1,Asia,0.88
LP21NA79148,Laptop,2021,3,49,18.5,7.4,North America,0.87
LP21AS29132,Laptop,2021,3,49,20.3,12.2,Asia,0.88
LP21NA68256,Laptop,2021,3,51,13.2,5.3,North America,0.89
DT21AS35026,Desktop,2021,3,78,37.7,22.6,Asia,0.95
LP21AS64057,Laptop,2021,3,50,51.8,31.1,Asia,0.86
LP21NA32109,Laptop,2021,3,49,46.9,18.8,North America,0.87
LP21NA68448,Laptop,2021,3,51,28,11.2,North America,0.87
LP21AS93490,Laptop,2021,3,46,22.2,13.3,Asia,0.87
LP21NA17405,Laptop,2021,3,48,15.1,6,North America,0.87
LP21NA60434,Laptop,2021,3,50,29.5,11.8,North America,0.87
LP21AS98261,Laptop,2021,3,46,3.9,2.4,Asia,0.86
LP21AS98099,Laptop,2021,3,48,20.1,12,Asia,0.88
LP21AS79085,Laptop,2021,3,48,29.1,17.5,Asia,0.87
LP21AS23338,Laptop,2021,3,53,45.3,27.2,Asia,0.88
LP21EU93279,Laptop,2021,3,50,33.6,8.4,Europe,0.87
LP21AS62427,Laptop,2021,3,49,36.4,21.9,Asia,0.88
LP21AS92285,Laptop,2021,3,52,24.6,14.8,Asia,0.88
DT21AS76137,Desktop,2021,3,81,41.6,25,Asia,0.93
LP21NA65777,Laptop,2021,3,51,35.1,14,North America,0.87
LP21NA28639,Laptop,2021,3,47,16.6,6.7,North America,0.86
LP21AS52865,Laptop,2021,3,53,37.2,22.3,Asia,0.87
LP21NA12534,Laptop,2021,3,51,23.7,9.5,North America,0.88
LP21EU24766,Laptop,2021,3,49,6.5,1.6,Europe,0.87
LP21AS28761,Laptop,2021,3,48,25.7,15.4,Asia,0.87
LP21AS43940,Laptop,2021,3,54,27.8,16.7,Asia,0.86
LP21AS12063,Laptop,2021,3,51,20.6,12.4,Asia,0.86
LP21NA10826,Laptop,2021,3,47,18,7.2,North America,0.89
LP21NA26881,Laptop,2021,3,46,14.3,5.7,North America,0.88
LP21NA62259,Laptop,2021,3,48,6.3,2.5,North America,0.86
LP21NA79649,Laptop,2021,3,51,45,18,North America,0.87
LP21EU77950,Laptop,2021,3,50,39.6,9.9,Europe,0.87
LP21AS52598,Laptop,2021,3,51,17.3,10.4,Asia,0.87
LP21AS93954,Laptop,2021,3,48,29.8,17.9,Asia,0.87
LP21NA60844,Laptop,2021,3,46,3.2,1.3,North America,0.87
LP21EU59611,Laptop,2021,3,51,15.1,3.8,Europe,0.86
LP21NA33027,Laptop,2021,3,52,26.7,10.7,North America,0.88
LP21NA80186,Laptop,2021,3,48,20.5,8.2,North America,0.87
LP21AS39326,Laptop,2021,3,48,28.4,17.1,Asia,0.87
LP21EU50214,Laptop,2021,3,49,10.6,2.6,Europe,0.87
DT21AS39796,Desktop,2021,3,76,7,4.2,Asia,0.93
LP21NA52115,Laptop,2021,3,52,35.3,14.1,North America,0.89
LP21AS54803,Laptop,2021,3,50,9.7,5.8,Asia,0.86
LP21AS80083,Laptop,2021,3,51,22,13.2,Asia,0.86
LP21EU54217,Laptop,2021,3,50,37.9,9.5,Europe,0.86
LP21AS91909,Laptop,2021,3,52,55.3,33.2,Asia,0.86
LP21AS33484,Laptop,2021,3,51,23.1,13.8,Asia,0.88
LP21NA77917,Laptop,2021,3,46,18.6,7.4,North America,0.88
LP21NA85869,Laptop,2021,3,49,7.5,3,North America,0.88
LP21NA43722,Laptop,2021,3,48,11.5,4.6,North America,0.88
LP21AS94085,Laptop,2021,3,46,5.1,3.1,Asia,0.87
LP21NA43224,Laptop,2021,3,49,10.8,4.3,North America,0.87
LP21NA78511,Laptop,2021,3,49,22.5,9,North America,0.88
LP21NA41347,Laptop,2021,3,50,32.3,12.9,North America,0.86
LP21AS94023,Laptop,2021,3,46,14.8,8.9,Asia,0.86
LP21NA43332,Laptop,2021,3,51,20.1,8,North America,0.87
LP21NA28148,Laptop,2021,3,52,24.3,9.7,North America,0.88
LP21NA44453,Laptop,2021,3,50,16.3,6.5,North America,0.88
LP21AS20697,Laptop,2021,3,50,25.9,15.5,Asia,0.86
LP21NA11960,Laptop,2021,3,45,22.6,9,North America,0.86
LP21AS31877,Laptop,2021,3,49,39.8,23.9,Asia,0.88
LP21AS79057,Laptop,2021,3,47,17.2,10.3,Asia,0.86
LP21AS73068,Laptop,2021,3,51,25.5,15.3,Asia,0.87
LP21AS28567,Laptop,2021,3,49,30.4,18.3,Asia,0.87
LP21AS24155,Laptop,2021,3,47,28.6,17.1,Asia,0.88
LP21AS41565,Laptop,2021,3,52,34,20.4,Asia,0.86
LP21AS61077,Laptop,2021,3,51,22.3,13.4,Asia,0.87
LP21AS36983,Laptop,2021,3,52,49.7,29.8,Asia,0.86
LP21NA59008,Laptop,2021,3,49,10.5,4.2,North America,0.88
LP21NA42157,Laptop,2021,3,52,38.3,15.3,North America,0.89
LP21NA56075,Laptop,2021,3,49,8.7,3.5,North America,0.86
LP21NA93576,Laptop,2021,3,46,25.7,10.3,North America,0.88
LP21NA12657,Laptop,2021,3,50,20.4,8.2,North America,0.88
LP21NA26006,Laptop,2021,3,49,16.9,6.7,North America,0.88
LP21AS71022,Laptop,2021,3,51,13.8,8.3,Asia,0.87
LP21AS32163,Laptop,2021,3,47,21.2,12.7,Asia,0.89
LP21NA26962,Laptop,2021,3,50,31.2,12.5,North America,0.88
LP21AS56116,Laptop,2021,3,53,21.9,13.2,Asia,0.88
LP21AS92600,Laptop,2021,3,52,42.4,25.4,Asia,0.89
DT21AS98309,Desktop,2021,3,83,33.2,19.9,Asia,0.97
LP21AS93904,Laptop,2021,3,51,16.7,10,Asia,0.87
DT21AS66950,Desktop,2021,3,79,19.3,11.6,Asia,0.93
LP21AS58018,Laptop,2021,3,53,27.2,16.3,Asia,0.87
LP21AS19385,Laptop,2021,3,51,53.1,31.8,Asia,0.88
LP21AS68582,Laptop,2021,3,45,22.4,13.5,Asia,0.86
LP21NA16927,Laptop,2021,3,45,5.2,2.1,North America,0.88
LP21AS53829,Laptop,2021,3,51,24.8,14.9,Asia,0.86
LP21NA42427,Laptop,2021,3,49,23.3,9.3,North America,0.87
LP21NA41711,Laptop,2021,3,48,24.3,9.7,North America,0.9
LP21AS58816,Laptop,2021,3,45,5.3,3.2,Asia,0.88
LP21AS87272,Laptop,2021,3,50,2.9,1.7,Asia,0.86
LP21NA17818,Laptop,2021,3,50,21.2,8.5,North America,0.86
LP21AS86567,Laptop,2021,3,45,10.9,6.5,Asia,0.88
LP21NA39081,Laptop,2021,3,51,59.5,23.8,North America,0.87
LP21NA38374,Laptop,2021,3,48,26.7,10.7,North America,0.88
LP21AS34647,Laptop,2021,3,48,11.1,6.6,Asia,0.88
LP21AS49118,Laptop,2021,3,50,39.3,23.6,Asia,0.87
LP21EU65200,Laptop,2021,3,49,36.6,9.2,Europe,0.86
DT21EU98979,Desktop,2021,3,81,17.8,4.5,Europe,0.95
LP21AS66094,Laptop,2021,3,49,19,11.4,Asia,0.86
LP21AS32365,Laptop,2021,3,50,26.8,16.1,Asia,0.88
LP21AS92351,Laptop,2021,3,53,39,23.4,Asia,0.88
LP21NA72241,Laptop,2021,3,46,10.8,4.3,North America,0.89
LP21AS37625,Laptop,2021,3,47,31.5,18.9,Asia,0.86
LP21AS63018,Laptop,2021,3,49,33.5,20.1,Asia,0.88
LP21NA89241,Laptop,2021,3,50,11.8,4.7,North America,0.87
LP21AS32876,Laptop,2021,3,48,24.3,14.6,Asia,0.88
DT21AS51431,Desktop,2021,3,78,22.7,13.6,Asia,0.94
LP21EU86337,Laptop,2021,3,51,18,4.5,Europe,0.86
DT21NA60964,Desktop,2021,3,79,44.9,18,North America,0.96
LP21NA50526,Laptop,2021,3,50,23.4,9.4,North America,0.89
LP21AS51439,Laptop,2021,3,51,17.3,10.4,Asia,0.86
LP21AS75682,Laptop,2021,3,50,17.2,10.3,Asia,0.87
DT21AS68843,Desktop,2021,3,81,24.7,14.8,Asia,0.95
LP21AS42475,Laptop,2021,3,46,11.6,6.9,Asia,0.87
LP21NA45601,Laptop,2021,3,50,14.4,5.8,North America,0.86
LP21AS59962,Laptop,2021,3,52,33.6,20.2,Asia,0.87
LP21AS29935,Laptop,2021,3,52,38.3,23,Asia,0.86
LP21NA88953,Laptop,2021,3,50,5.3,2.1,North America,0.89
LP21AS20630,Laptop,2021,3,49,23.4,14,Asia,0.86
LP21NA98358,Laptop,2021,3,50,16.8,6.7,North America,0.88
LP21AS87548,Laptop,2021,3,49,9.9,5.9,Asia,0.88
LP21AS88463,Laptop,2021,3,52,32.4,19.5,Asia,0.87
LP21AS77055,Laptop,2021,3,50,39.4,23.6,Asia,0.86
LP21EU52458,Laptop,2021,3,48,21.5,5.4,Europe,0.88
LP21NA77178,Laptop,2021,3,53,21.9,8.8,North America,0.89
LP21AS60579,Laptop,2021,3,52,26.5,15.9,Asia,0.87
LP21AS61714,Laptop,2021,3,48,38.6,23.2,Asia,0.88
LP21AS28991,Laptop,2021,3,49,36.4,21.8,Asia,0.86
LP21AS41958,Laptop,2021,3,50,11.2,6.7,Asia,0.87
LP21NA80910,Laptop,2021,3,51,29.2,11.7,North America,0.86
LP21AS63141,Laptop,2021,3,51,19,11.4,Asia,0.86
LP21AS14822,Laptop,2021,3,48,4.9,3,Asia,0.87
LP21AS65371,Laptop,2021,3,48,51.4,30.8,Asia,0.86
LP21AS41669,Laptop,2021,3,46,10.5,6.3,Asia,0.87
LP21NA56564,Laptop,2021,3,48,13.6,5.4,North America,0.88
LP21AS74938,Laptop,2021,3,50,38.5,23.1,Asia,0.87
LP21NA59909,Laptop,2021,3,50,39.1,15.6,North America,0.87
LP21EU55204,Laptop,2021,3,47,5.8,1.4,Europe,0.89
LP21AS59300,Laptop,2021,3,47,15.5,9.3,Asia,0.86
DT21AS55511,Desktop,2021,3,81,37.4,22.4,Asia,0.97
DT21AS87801,Desktop,2021,3,80,11,6.6,Asia,0.97
LP21NA60437,Laptop,2021,3,51,27.5,11,North America,0.86
LP21EU36597,Laptop,2021,3,53,34.3,8.6,Europe,0.86
LP21NA19681,Laptop,2021,3,52,10.9,4.3,North America,0.88
LP21AS88874,Laptop,2021,3,51,3.7,2.2,Asia,0.88
LP21EU89780,Laptop,2021,3,53,25.6,6.4,Europe,0.87
LP21EU73795,Laptop,2021,3,51,18.2,4.6,Europe,0.88
LP21NA65696,Laptop,2021,3,46,2.8,1.1,North America,0.88
LP21AS55564,Laptop,2021,3,49,27.8,16.7,Asia,0.87
LP21NA80964,Laptop,2021,3,46,15.1,6,North America,0.87
LP21NA96359,Laptop,2021,3,50,27.2,10.9,North America,0.87
LP21EU90266,Laptop,2021,3,50,23,5.8,Europe,0.87
DT21NA98503,Desktop,2021,3,77,14.1,5.6,North America,0.95
LP21NA81620,Laptop,2021,3,47,0.7,0.3,North America,0.88
LP21AS14248,Laptop,2021,3,49,10.4,6.3,Asia,0.86
LP21NA59729,Laptop,2021,3,47,19,7.6,North America,0.87
DT21AS74775,Desktop,2021,3,78,15.1,9.1,Asia,0.96
LP21NA19715,Laptop,2021,3,48,21,8.4,North America,0.85
LP21AS19795,Laptop,2021,3,51,10,6,Asia,0.86
LP21AS76982,Laptop,2021,3,49,14.8,8.9,Asia,0.88
LP21AS76989,Laptop,2021,3,49,22.7,13.6,Asia,0.86
LP21NA94521,Laptop,2021,3,49,5.3,2.1,North America,0.89
LP21EU39865,Laptop,2021,3,50,32.9,8.2,Europe,0.88
LP21AS29010,Laptop,2021,3,48,39.4,23.7,Asia,0.88
LP21AS32803,Laptop,2021,3,49,26,15.6,Asia,0.87
LP21AS71373,Laptop,2021,3,50,18.2,10.9,Asia,0.89
DT21AS15839,Desktop,2021,3,79,49.4,29.6,Asia,0.95
LP21NA64888,Laptop,2021,3,49,40.8,16.3,North America,0.88
LP21AS28649,Laptop,2021,3,49,15.9,9.5,Asia,0.88
LP21AS52251,Laptop,2021,3,47,37.7,22.6,Asia,0.88
LP21NA63052,Laptop,2021,3,51,31.3,12.5,North America,0.87
LP21NA44360,Laptop,2021,3,51,14.8,5.9,North America,0.86
DT21AS82002,Desktop,2021,3,79,4.9,3,Asia,0.94
LP21AS78801,Laptop,2021,3,51,28.6,17.1,Asia,0.86
LP21NA80339,Laptop,2021,3,48,8.5,3.4,North America,0.87
LP21AS88887,Laptop,2021,3,50,19.4,11.6,Asia,0.88
LP21NA38626,Laptop,2021,3,51,33.5,13.4,North America,0.87
LP21NA12415,Laptop,2021,3,51,47.4,19,North America,0.89
LP21NA99623,Laptop,2021,3,50,17,6.8,North America,0.86
LP21NA49434,Laptop,2021,3,52,20.8,8.3,North America,0.86
LP21NA53821,Laptop,2021,3,47,52.2,20.9,North America,0.86
LP21EU46034,Laptop,2021,3,46,2,0.5,Europe,0.88
LP21AS62702,Laptop,2021,3,51,32,19.2,Asia,0.88
LP21AS66262,Laptop,2021,3,51,49.8,29.9,Asia,0.87
LP21NA98593,Laptop,2021,3,50,5.7,2.3,North America,0.88
LP21AS13935,Laptop,2021,3,46,18.4,11,Asia,0.88
DT21AS40727,Desktop,2021,3,79,3.8,2.3,Asia,0.95
LP21NA23970,Laptop,2021,3,48,19,7.6,North America,0.86
LP21AS38284,Laptop,2021,3,53,21.4,12.9,Asia,0.87
LP21NA11895,Laptop,2021,3,48,16.5,6.6,North America,0.88
LP21NA28229,Laptop,2021,3,50,3.2,1.3,North America,0.89
LP21NA56284,Laptop,2021,3,48,13.5,5.4,North America,0.86
LP21AS47141,Laptop,2021,3,52,10.3,6.2,Asia,0.86
LP21EU22627,Laptop,2021,3,49,13.3,3.3,Europe,0.87
LP21EU56962,Laptop,2021,3,51,29.8,7.5,Europe,0.87
DT21AS92223,Desktop,2021,3,78,12.6,7.5,Asia,0.96
LP21AS20323,Laptop,2021,3,48,21.7,13,Asia,0.86
DT21AS59963,Desktop,2021,3,77,36.5,21.9,Asia,0.93
LP21EU32497,Laptop,2021,3,48,21.3,5.3,Europe,0.87
LP21AS82509,Laptop,2021,3,49,10.7,6.4,Asia,0.88
LP21AS48171,Laptop,2021,3,51,16.1,9.7,Asia,0.88
LP21AS86132,Laptop,2021,3,51,21.9,13.2,Asia,0.88
LP21AS78692,Laptop,2021,3,52,19.3,11.6,Asia,0.87
LP21AS57439,Laptop,2021,3,54,67.2,40.3,Asia,0.88
LP21AS97985,Laptop,2021,3,54,29.4,17.6,Asia,0.86
LP21EU41820,Laptop,2021,3,46,11.8,2.9,Europe,0.87
LP21NA89719,Laptop,2021,3,50,23.2,9.3,North America,0.88
LP21NA26783,Laptop,2021,3,46,17.5,7,North America,0.88
LP21NA34205,Laptop,2021,3,45,0.1,0,North America,0.88
LP21AS66384,Laptop,2021,3,51,32.8,19.7,Asia,0.87
LP21NA93397,Laptop,2021,3,51,24.3,9.7,North America,0.87
LP21AS68832,Laptop,2021,3,49,3.9,2.3,Asia,0.88
DT21AS42808,Desktop,2021,3,76,7.1,4.3,Asia,0.96
DT21AS75158,Desktop,2021,3,80,28.5,17.1,Asia,0.96
LP21AS86533,Laptop,2021,3,53,29.4,17.6,Asia,0.89
LP21AS23799,Laptop,2021,3,47,8.4,5,Asia,0.87
LP21AS42045,Laptop,2021,3,49,9.3,5.6,Asia,0.88
DT21NA74076,Desktop,2021,3,83,31.3,12.5,North America,0.97
LP21NA85448,Laptop,2021,3,53,21.8,8.7,North America,0.88
LP21NA51010,Laptop,2021,3,48,35.1,14,North America,0.88
LP21NA64554,Laptop,2021,3,52,18.4,7.4,North America,0.86
LP21AS81168,Laptop,2021,3,49,3.7,2.2,Asia,0.87
LP21AS87746,Laptop,2021,3,52,22.3,13.4,Asia,0.87
LP21NA25290,Laptop,2021,3,49,25.4,10.2,North America,0.88
LP21AS53420,Laptop,2021,3,48,19.6,11.8,Asia,0.86
LP21NA74484,Laptop,2021,3,49,17.4,7,North America,0.87
DT21NA55897,Desktop,2021,3,81,67.9,27.2,North America,0.93
LP21AS45422,Laptop,2021,3,50,13.3,8,Asia,0.86
LP21AS44107,Laptop,2021,3,47,31.8,19.1,Asia,0.86
LP21AS97218,Laptop,2021,3,49,3.2,1.9,Asia,0.88
LP21NA45497,Laptop,2021,3,46,22.4,8.9,North America,0.87
LP21EU96468,Laptop,2021,3,49,46.9,11.7,Europe,0.88
LP21EU18360,Laptop,2021,3,51,24.5,6.1,Europe,0.87
DT21NA11988,Desktop,2021,3,79,54.1,21.6,North America,0.95
LP21AS97634,Laptop,2021,3,46,21,12.6,Asia,0.86
LP21AS50083,Laptop,2021,3,50,6.7,4,Asia,0.89
LP21NA72017,Laptop,2021,3,52,13,5.2,North America,0.86
LP21NA86786,Laptop,2021,3,49,25.3,10.1,North America,0.87
DT21AS42550,Desktop,2021,3,79,25.8,15.5,Asia,0.93
LP21AS69938,Laptop,2021,3,49,8.3,5,Asia,0.89
LP21NA19080,Laptop,2021,3,48,7.3,2.9,North America,0.88
LP21AS93897,Laptop,2021,3,49,39.8,23.9,Asia,0.87
LP21NA35148,Laptop,2021,3,51,39.9,16,North America,0.87
LP21EU27820,Laptop,2021,3,49,21.3,5.3,Europe,0.88
LP21AS51992,Laptop,2021,3,51,30,18,Asia,0.87
LP21AS44062,Laptop,2021,3,51,22.9,13.7,Asia,0.87
DT21AS87459,Desktop,2021,3,79,32.5,19.5,Asia,0.95
LP21NA38112,Laptop,2021,3,52,9.9,4,North America,0.87
LP21AS13162,Laptop,2021,3,49,13.7,8.2,Asia,0.89
LP21AS44171,Laptop,2021,3,46,4.7,2.8,Asia,0.86
LP21AS59191,Laptop,2021,3,51,30.2,18.1,Asia,0.88
LP21NA61320,Laptop,2021,3,50,46.9,18.8,North America,0.88
LP21AS87391,Laptop,2021,3,49,30.2,18.1,Asia,0.87
LP21NA61333,Laptop,2021,3,46,25.6,10.2,North America,0.87
LP21AS54175,Laptop,2021,3,47,6,3.6,Asia,0.87
LP21AS87656,Laptop,2021,3,49,21,12.6,Asia,0.87
LP21NA92210,Laptop,2021,3,50,10.3,4.1,North America,0.88
LP21NA46606,Laptop,2021,3,48,15.4,6.1,North America,0.87
LP21EU62551,Laptop,2021,3,49,27,6.8,Europe,0.89
LP21AS48904,Laptop,2021,3,49,35.4,21.2,Asia,0.85
LP21NA30024,Laptop,2021,3,53,36.2,14.5,North America,0.88
LP21NA95924,Laptop,2021,3,48,38.6,15.4,North America,0.88
LP21EU91341,Laptop,2021,3,52,13.8,3.5,Europe,0.87
LP21NA80244,Laptop,2021,3,46,-0.2,-0.1,North America,0.88
